code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
mq14sk,Pikachu,Pokemon Generation I,light,💰,trade,245,1993,N/A,N/A,0,N/A,false,false,N/A,N/A,43,23,36,206,"Vis, Ven"
mq0x36,Kaine,NieR Replicant,metal,👍,ntb,23,897,N/A,N/A,0,N/A,false,false,N/A,N/A,33,40,45,211,"Roc, Cos"
mq0vmg,Patroclus,Hades,ice,👍,ntb,3,1948,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,52,221,"Vis, Tem"
mq0nvg,Cattleya Baudelaire,Violet Evergarden,void,👍,ntb,9,978,N/A,N/A,0,N/A,false,false,N/A,N/A,26,57,49,199,"Alm, Sha"
mq0ble,Saitou,Your Lie in April,wind,👍,ntb,2,1617,N/A,N/A,0,N/A,false,false,N/A,N/A,27,22,63,229,"Hel, Dra"
mpzve4,Chiyuki Kuwayama,THE iDOLM@STER Shiny Colors,fire,👍,ntb,7,567,N/A,N/A,0,N/A,false,false,N/A,N/A,44,39,60,204,"Ato, Hel"
mpz9u5,Gilbert G.P Guilford,Code Geass: Lelouch of the Rebellion,light,👍,ntb,0,1563,N/A,N/A,0,N/A,false,false,N/A,N/A,40,30,28,261,"Vis, Ven"
mpz9md,Spider,Minecraft,earth,👍,ntb,4,441,N/A,N/A,0,N/A,false,false,N/A,N/A,53,74,47,196,"Vis, Ven"
mpz7zn,Grandma Squarepants,SpongeBob SquarePants,wood,👍,ntb,1,1903,N/A,N/A,0,N/A,false,false,N/A,N/A,42,37,44,283,"Ven, Tau"
mnn08b,Kama,Fate/Grand Order,earth,👍,ntb,250,547,N/A,N/A,0,N/A,false,false,N/A,N/A,41,58,59,212,"Rot, Spi"
mk5srb,Ryo Yamada,Bocchi the Rock!,void,🎸,bocchitheglock,221,1075,N/A,N/A,0,N/A,false,false,N/A,N/A,29,20,32,294,"Roc, Bli"
mpyqbb,Pomu Rainpuff,Nijisanji EN,light,👍,ntb,72,594,N/A,N/A,0,N/A,false,false,N/A,N/A,48,35,87,213,"Und, Har"
mpyl9n,Cyan,Among Us,earth,👍,ntb,32,851,N/A,N/A,0,N/A,false,false,N/A,N/A,58,26,26,212,"Ref, Roc"
mpyjsw,Megaera,Hades,void,N/A,N/A,14,1850,N/A,N/A,0,N/A,false,false,N/A,N/A,39,22,30,246,"Dra, Roc"
mpyicn,Hyewon,IZONE,wood,N/A,N/A,24,577,N/A,N/A,0,N/A,false,false,N/A,N/A,26,40,46,281,"Bli, Tem"
mpsq53,Saber (Lily),Fate/Grand Order,wood,🗡️,saberface,21,737,N/A,N/A,0,N/A,false,false,N/A,N/A,47,50,54,289,"Ven, Dru"
mpy8l4,Kikuri Hiroi,Bocchi the Rock!,earth,🎸,bocchitheglock,81,616,N/A,N/A,0,N/A,false,false,N/A,N/A,25,37,46,282,"Alm, Ser"
mpxzox,Taiyang Xiao Long,RWBY,void,N/A,N/A,2,781,N/A,N/A,0,N/A,false,false,N/A,N/A,57,46,36,210,"Hyp, Ref"
mpxvx8,Kazumi Yoshida,Shakugan no Shana,void,🤝,pcf,0,514,N/A,N/A,0,N/A,false,false,N/A,N/A,25,50,24,226,"Mys, Gra"
mpx98z,Sanya V. Litvyak,Strike Witches,metal,🔥,burn,2,1390,N/A,N/A,0,N/A,false,false,N/A,N/A,21,27,27,226,"Nec, Und"
mpu98c,Prum,Dragon Ball,void,N/A,N/A,0,593,N/A,N/A,0,N/A,false,false,N/A,N/A,30,24,59,235,"Bli, Tau"
mpty12,Haunted,AntiMagic Academy 35th Test Platoon,earth,N/A,N/A,0,570,N/A,N/A,0,N/A,false,false,N/A,N/A,30,23,41,257,"Gra, Roc"
mptujw,Shigekiyo Yangu,JoJo's Bizarre Adventure: Diamond is Unbreakable,wind,👍,ntb,3,1391,N/A,N/A,0,N/A,false,false,N/A,N/A,48,37,41,248,"Roc, Ato"
mptq6t,George Joestar II,JoJo's Bizarre Adventure,earth,👍,ntb,3,727,N/A,N/A,0,N/A,false,false,N/A,N/A,40,48,24,198,"Vor, Ato"
mptlzu,Renly Synthesis Twenty-Seven,SAO: Alicization WOU,fire,N/A,N/A,2,1076,N/A,N/A,0,N/A,false,false,N/A,N/A,60,38,45,292,"Alm, Vor"
mpszs7,Stu,Brawl Stars,wind,👍,ntb,1,1736,N/A,N/A,0,N/A,false,false,N/A,N/A,36,48,47,206,"Tau, Rot"
mpo0ou,Kagamine Len,Vocaloid,light,👍,ntb,202,519,N/A,N/A,0,N/A,false,false,N/A,N/A,52,45,28,255,"Gra, Bli"
mpnckv,Atsushi Kanamoto,Sword Art Online,ice,💩,sao,0,788,N/A,N/A,0,N/A,false,false,N/A,N/A,66,49,45,223,"Dru, Cos"
mpn94k,Hakos Baelz,Hololive EN,void,🤝,pcf,120,1986,N/A,N/A,0,N/A,false,false,N/A,N/A,45,30,50,219,"Hel, Vis"
mpmoni,Misaki Shokuhou,A Certain Scientific Railgun S,metal,N/A,N/A,25,1952,N/A,N/A,0,N/A,false,false,N/A,N/A,46,27,52,223,"Hyp, Eth"
mpmlk9,Yonah,NieR Replicant,void,👍,ntb,6,1818,N/A,N/A,0,N/A,false,false,N/A,N/A,46,49,39,224,"Tau, Out"
mpm6lr,Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,void,👍,ntb,53,1571,N/A,N/A,0,N/A,false,false,N/A,N/A,46,56,54,294,"Ref, Ven"
mplbzi,Taylor Bartlett,Violet Evergarden I: Eternity and the Auto Memory Doll,wood,N/A,N/A,5,1467,N/A,N/A,0,N/A,false,false,N/A,N/A,22,60,38,232,"Eth, Pur"
mpl7mw,Droopy Dog,Tom and Jerry,ice,👍,ntb,6,1727,N/A,N/A,0,N/A,false,false,N/A,N/A,37,39,28,253,"Vor, Sha"
mpl5pr,Queen of Sheba,Fate/Grand Order,wind,🏍️,fate,2,1800,N/A,N/A,0,N/A,false,false,N/A,N/A,22,60,69,219,"Roc, Vor"
mpktu1,Mithos Yggdrasill,Tales of Symphonia,light,👍,ntb,3,853,N/A,N/A,0,N/A,false,false,N/A,N/A,29,34,52,315,"Tau, Dru"
mpko4q,Scarlet,Guardian Tales,wood,N/A,N/A,0,569,N/A,N/A,0,N/A,false,false,N/A,N/A,23,56,39,226,"Ven, Tim"
mpkmhl,Eijirou Kirishima,My Hero Academia,void,👍,ntb,109,723,N/A,N/A,0,N/A,false,false,N/A,N/A,42,58,20,259,"Ser, Roc"
mpki92,Tori Himemiya,Ensemble Stars!,void,N/A,N/A,25,1738,N/A,N/A,0,N/A,false,false,N/A,N/A,59,25,21,249,"Hel, Ser"
mpk73f,Kagerou Imaizumi,Touhou,void,🤝,pcf,1,1401,N/A,N/A,0,N/A,false,false,N/A,N/A,21,35,46,259,"Hyp, Hol"
mpk3ca,Symmetra,Overwatch,wood,👍,ntb,5,591,N/A,N/A,0,N/A,false,false,N/A,N/A,21,41,30,232,"Ven, Alm"
mpjth9,Alice Nakata,The King of Fighters,void,👍,ntb,1,1983,N/A,N/A,0,N/A,false,false,N/A,N/A,37,39,54,234,"Nec, Har"
mphomq,Tewi Inaba,Touhou,metal,🤝,pcf,9,282,N/A,N/A,0,N/A,false,false,N/A,N/A,43,79,46,219,"Ref, Roc"
mphkpr,Run Ru,Fate/Extra,metal,N/A,N/A,0,1745,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,42,226,"Rot, Gra"
mpgaco,Rackam,Granblue Fantasy,ice,N/A,N/A,1,1644,N/A,N/A,0,N/A,false,false,N/A,N/A,43,23,55,268,"Cos, Tim"
mpfuod,Achikita Chinami,Nijisanji,wind,🤝,pcf,0,86,N/A,N/A,0,N/A,false,false,N/A,N/A,33,53,53,297,"Bli, Bod"
mpf2ty,Kaya,One Piece,light,🤝,pcf,2,1977,N/A,N/A,0,N/A,false,false,N/A,N/A,30,55,33,248,"Und, Ato"
metzdb,Toph Beifong,Avatar: The Last Airbender,wind,👍,ntb,90,811,N/A,N/A,0,N/A,false,false,N/A,N/A,48,30,55,236,"Tem, Rot"
mpdsji,Diethard Ried,Code Geass: Lelouch of the Rebellion,ice,👍,ntb,0,1206,N/A,N/A,0,N/A,false,false,N/A,N/A,53,59,40,271,"Sha, Vor"
mpd5u3,Izaemon Toudou,Bleach,fire,🤝,pcf,0,1424,N/A,N/A,0,N/A,false,false,N/A,N/A,60,36,38,207,"Gra, Tem"
mpaxtz,Metro Man,Megamind,metal,👍,ntb,7,1046,N/A,N/A,0,N/A,false,false,N/A,N/A,58,25,37,224,"Tau, Tem"
monlr4,Beidou,Genshin Impact,fire,👍,ntb,214,1925,N/A,N/A,0,N/A,false,false,N/A,N/A,25,47,34,197,"Tim, Ato"
mpa4h6,Takara Kuramoto,WIND BOYS!,void,👍,ntb,1,169,N/A,N/A,0,N/A,false,false,N/A,N/A,24,40,32,229,"Alm, Mys"
mp9cj2,Krusty the Clown,The Simpsons,void,👍,ntb,2,657,N/A,N/A,0,N/A,false,false,N/A,N/A,45,32,53,229,"Mys, Bod"
mp890s,Assassin,Fate/Stay Night,light,🏍️,fate,2,1666,N/A,N/A,0,N/A,false,false,N/A,N/A,50,26,29,229,"Har, Ato"
mp7sq0,Kureha,One Piece,wood,🤝,pcf,2,602,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,21,260,"Hyp, Spi"
mp7a33,Heracles,Tokyo Afterschool Summoners,ice,👍,ntb,1,1065,N/A,N/A,0,N/A,false,false,N/A,N/A,44,34,89,197,"Alm, Har"
mp78lc,John Giant,One Piece,light,🤝,pcf,0,709,N/A,N/A,0,N/A,false,false,N/A,N/A,58,49,22,204,"Har, Roc"
mp70j9,Aoidos,Granblue Fantasy,wood,👍,ntb,0,1788,N/A,N/A,0,N/A,false,false,N/A,N/A,32,22,26,207,"Hol, Alm"
mp6sx3,Michael,South Park,wind,N/A,N/A,5,531,N/A,N/A,0,N/A,false,false,N/A,N/A,40,48,50,210,"Har, Dru"
mp6sie,Kamisato Ayaka,Genshin Impact,wood,😼,ultanul,702,248,N/A,N/A,0,N/A,false,false,N/A,N/A,59,34,53,244,"Eth, Dra"
mp6kmu,Hiromi Kuroki,High School Fleet,metal,👍,ntb,2,1188,N/A,N/A,0,N/A,false,false,N/A,N/A,43,44,52,225,"Vis, Pur"
mp3dei,Yuni Shingyouji,Princess Connect! Re Dive,ice,👸,priconne,2,1527,N/A,N/A,0,N/A,false,false,N/A,N/A,21,29,47,316,"Bli, Tau"
mp30bl,Wei Wuxian,Mo Dao Zu Shi,wood,💰,trade,237,561,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,27,226,"Alm, Vis"
mp2sba,Zdrada,Helltaker,void,👍,ntb,9,1786,N/A,N/A,0,N/A,false,false,N/A,N/A,40,26,44,228,"Spi, Tau"
mp0h5o,Yelan,Genshin Impact,wind,👍,ntb,712,1013,N/A,N/A,0,N/A,false,false,N/A,N/A,20,40,21,251,"Mys, Hyp"
mp09v7,Anton Ego,Ratatouille,fire,👍,ntb,5,1876,N/A,N/A,0,N/A,false,false,N/A,N/A,25,54,32,205,"Alm, Dra"
mow12c,Hisoka Morow,Hunter x Hunter,wind,💰,trade,351,578,N/A,N/A,0,N/A,false,false,N/A,N/A,25,28,57,297,"Vor, Tem"
movrm1,Arthur Weasley,Harry Potter,wind,👍,ntb,0,770,N/A,N/A,0,N/A,false,false,N/A,N/A,23,32,31,274,"Tim, Vis"
mou8o5,The Scotsman,Samurai Jack,wood,👍,ntb,1,560,N/A,N/A,0,N/A,false,false,N/A,N/A,25,36,25,201,"Ven, Hel"
motutq,Houzouin Inshun,Fate/Grand Order,fire,🏍️,fate,1,1937,N/A,N/A,0,N/A,false,false,N/A,N/A,57,45,41,263,"Hyp, Ato"
moqh4r,Jason,Fate/Grand Order,ice,🏍️,fate,2,755,N/A,N/A,0,N/A,false,false,N/A,N/A,34,54,28,281,"Ref, Hyp"
mopj48,Jihan,Weeekly,ice,👍,ntb,13,679,N/A,N/A,0,N/A,false,false,N/A,N/A,52,26,60,204,"Ser, Tem"
mopgqx,Mei Misaki,Another,void,👍,ntb,93,787,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,60,246,"Ref, Roc"
mopbo9,Orpheus,Hades,void,👍,ntb,4,1792,N/A,N/A,0,N/A,false,false,N/A,N/A,41,31,41,213,"Vor, Tem"
moox5x,Kariza,Princess Connect! Re Dive,void,👸,priconne,1,820,N/A,N/A,0,N/A,false,false,N/A,N/A,61,49,31,190,"Out, Nec"
moosvx,Super Bunyan,Fate/Grand Order,earth,🏍️,fate,0,524,N/A,N/A,0,N/A,false,false,N/A,N/A,36,57,36,268,"Rot, Eth"
mooh8y,Mashiro Meme,Nijisanji,ice,👍,ntb,6,903,N/A,N/A,0,N/A,false,false,N/A,N/A,25,46,37,208,"Ref, Roc"
moe639,Irisviel von Einzbern,Fate/Zero,ice,😼,ultanul,36,1316,N/A,N/A,0,N/A,false,false,N/A,N/A,69,59,51,227,"Bod, Gra"
moo82n,Ai Hayasaka,Kaguya-sama: Love is War,metal,😼,ultanul,301,253,N/A,N/A,0,N/A,false,false,N/A,N/A,54,26,59,190,"Nec, Spi"
moo29g,Kei Karuizawa,Classroom of the Elite,wind,👍,ntb,165,1553,N/A,N/A,0,N/A,false,false,N/A,N/A,31,38,48,234,"Dra, Mys"
monuxc,Reimu Hakurei,Touhou,metal,👍,ntb,90,1626,N/A,N/A,0,N/A,false,false,N/A,N/A,27,54,20,257,"Gra, Vor"
mont4b,Santana,JoJo's Bizarre Adventure,wood,👍,ntb,2,895,N/A,N/A,0,N/A,false,false,N/A,N/A,24,45,52,264,"Spi, Tim"
monls5,Thomas Edison,Fate/Grand Order,fire,🏍️,fate,0,1739,N/A,N/A,0,N/A,false,false,N/A,N/A,58,31,31,244,"Dru, Eth"
moi1vo,Artoria Avalon,Fate/Grand Order,light,🗡️,saberface,24,1100,N/A,N/A,0,N/A,false,false,N/A,N/A,68,31,41,219,"Dra, Sha"
mictuh,Gilgamesh,Carnival Phantasm,light,👍,ntb,7,1492,N/A,N/A,0,N/A,false,false,N/A,N/A,23,49,36,216,"Dru, Out"
mfp7m9,9S,NieR:Automata,wind,😼,ultanul,46,1714,N/A,N/A,0,N/A,false,false,N/A,N/A,50,33,81,255,"Cos, Und"
monjtp,Ryoya Misato,Bakuten!!,earth,👍,ntb,2,1250,N/A,N/A,0,N/A,false,false,N/A,N/A,46,52,23,285,"Dra, Vor"
moni66,Lena,Everlasting Summer,light,👍,ntb,0,1084,N/A,N/A,0,N/A,false,false,N/A,N/A,54,47,24,209,"Hel, Ven"
mon9qv,Shizuru Hoshino,Princess Connect! Re Dive,wind,👸,priconne,8,1828,N/A,N/A,0,N/A,false,false,N/A,N/A,38,78,47,207,"Ser, Bli"
momv7l,Yachiyo Tsuruhime,Revue Starlight,earth,🔥,burn,2,1815,N/A,N/A,0,N/A,false,false,N/A,N/A,34,41,33,221,"Ser, Mys"
moje2b,Peeta Mellark,The Hunger Games,ice,👍,ntb,10,873,N/A,N/A,0,N/A,false,false,N/A,N/A,59,23,48,271,"Alm, Cos"
mojapd,Ryuk,Death Note,ice,👍,ntb,120,1016,N/A,N/A,0,N/A,false,false,N/A,N/A,53,53,28,193,"Sha, Und"
moj8fs,Pierro,Genshin Impact,wind,👍,ntb,26,1662,N/A,N/A,0,N/A,false,false,N/A,N/A,29,38,60,275,"Hel, Ven"
mog7j0,Kalawarner,High School DxD,wind,👍,ntb,12,1774,N/A,N/A,0,N/A,false,false,N/A,N/A,35,38,30,233,"Ato, Cos"
modxwg,Iris Cannary,Violet Evergarden,earth,👍,ntb,12,787,N/A,N/A,0,N/A,false,false,N/A,N/A,44,20,35,239,"Ser, Alm"
modvh6,Odysseus,Fate/Grand Order,light,🏍️,fate,1,1699,N/A,N/A,0,N/A,false,false,N/A,N/A,55,57,22,286,"Sha, Vis"
modpkk,Cloud Strife,Final Fantasy VII,ice,💰,trade,217,1183,N/A,N/A,0,N/A,false,false,N/A,N/A,40,32,37,209,"Rot, Alm"
modmdy,Fitoria,The Rising of the Shield Hero,ice,👍,ntb,6,575,N/A,N/A,0,N/A,false,false,N/A,N/A,43,43,33,200,"Hyp, Rot"
modjxg,Saber,Carnival Phantasm,earth,👍,ntb,23,1994,N/A,N/A,0,N/A,false,false,N/A,N/A,28,26,33,194,"Nec, Tem"
mjrn4k,Kallen Stadtfeld,Code Geass: Lelouch of the Rebellion,wood,👍,ntb,84,996,N/A,N/A,0,N/A,false,false,N/A,N/A,24,31,32,193,"Tim, Alm"
mgu8u2,Kujou Sara,Genshin Impact,light,👍,ntb,74,992,N/A,N/A,0,N/A,false,false,N/A,N/A,31,44,25,261,"Bli, Rot"
modgzi,Croque,Neural Cloud,light,🔥,burn,2,1733,N/A,N/A,0,N/A,false,false,N/A,N/A,39,56,31,266,"Mys, Alm"
modcgd,Mang,BT21,fire,👍,ntb,13,420,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,28,272,"Tim, Ref"
modan2,Monika,Granblue Fantasy,ice,🔥,burn,1,1712,N/A,N/A,0,N/A,false,false,N/A,N/A,34,45,35,287,"Bli, Und"
mgbfpw,Mordred,Fate/Apocrypha,light,🗡️,saberface,72,830,N/A,N/A,0,N/A,true,false,N/A,N/A,38,31,49,265,"Bli, Nec"
mld12r,Ishtar,Fate/Grand Order,earth,🏍️,fate,167,480,N/A,N/A,0,N/A,false,false,N/A,N/A,20,26,39,241,"Tau, Spi"
mix6bg,Artoria Pendragon (Lancer),Fate/Grand Order,wind,🗡️,saberface,53,873,N/A,N/A,0,N/A,false,false,N/A,N/A,47,47,47,266,"Out, Tem"
moc540,Sylvie,How Not to Summon a Demon Lord,earth,🔥,burn,3,1788,N/A,N/A,0,N/A,false,false,N/A,N/A,30,47,47,227,"Spi, Rot"
mobyz3,Shoen,Live A Hero,earth,🔥,burn,0,749,N/A,N/A,0,N/A,false,false,N/A,N/A,43,37,20,217,"Vor, Hel"
ml6s48,Keqing,Genshin Impact,earth,😼,ultanul,513,815,N/A,N/A,0,N/A,true,false,N/A,N/A,22,53,60,230,"Rot, Ser"
mobs7b,Kim Lip,LOONA,metal,👍,ntb,51,724,N/A,N/A,0,N/A,false,false,N/A,N/A,60,52,26,218,"Dra, Rot"
moboji,Mirabel Madrigal,Encanto,void,👍,ntb,14,1855,N/A,N/A,0,N/A,false,false,N/A,N/A,24,55,53,275,"Tem, Hyp"
me83me,Jeanne d'Arc,Fate/Apocrypha,void,🗡️,saberface,110,1277,N/A,N/A,0,N/A,false,false,N/A,N/A,49,43,45,219,"Dru, Eth"
mobjd8,Rokusuke Kouenji,Classroom of the Elite,wood,👍,ntb,9,1505,N/A,N/A,0,N/A,false,false,N/A,N/A,44,38,57,242,"Roc, Vor"
moax02,Chris Yukine,Symphogear,wind,👍,ntb,5,1569,N/A,N/A,0,N/A,false,false,N/A,N/A,87,40,40,192,"Rot, Dra"
moai2z,flower,Vocaloid,fire,👍,ntb,58,1048,N/A,N/A,0,N/A,false,false,N/A,N/A,35,40,25,286,"Sha, Tau"
moacyj,Sanae Dekomori,"Love, Chunibyo & Other Delusions!",void,👍,ntb,8,857,N/A,N/A,0,N/A,false,false,N/A,N/A,35,37,23,213,"Gra, Tim"
ml22vv,Nero Claudius,Fate/Extra,ice,🗡️,saberface,70,1524,N/A,N/A,0,N/A,false,false,N/A,N/A,21,56,50,250,"Pur, Bli"
mo0usx,Portgas D. Ace,One Piece,ice,👍,ntb,472,467,N/A,N/A,0,N/A,false,false,N/A,N/A,25,33,40,285,"Eth, Tau"
mo0nqh,Meiko Shiraki,Prison School,light,👍,ntb,24,556,N/A,N/A,0,N/A,false,false,N/A,N/A,38,52,32,252,"Ato, Bod"
mmjz30,Archer,Fate/Stay Night,void,🏍️,fate,58,976,N/A,N/A,0,N/A,false,false,N/A,N/A,54,20,39,192,"Vis, Vor"
mnye46,Melusine,Fate/Grand Order,wood,🏍️,fate,35,1658,N/A,N/A,0,N/A,false,false,N/A,N/A,57,46,33,193,"Hel, Ven"
mnya47,Astrid Hofferson,How to Train Your Dragon,light,👍,ntb,14,688,N/A,N/A,0,N/A,false,false,N/A,N/A,55,56,52,198,"Nec, Mys"
mnxr3n,Anivia,League of Legends,earth,👍,ntb,7,1247,N/A,N/A,0,N/A,false,false,N/A,N/A,80,50,40,213,"Hol, Sha"
mnxnzw,Gustav,Fire Emblem Heroes,earth,🔥,burn,2,1469,N/A,N/A,0,N/A,false,false,N/A,N/A,53,53,60,268,"Alm, Cos"
mnxghr,Karna,Fate/Apocrypha,light,🏍️,fate,19,1609,N/A,N/A,0,N/A,false,false,N/A,N/A,52,47,26,211,"Und, Vor"
mns0lq,Swain,League of Legends,void,👍,ntb,10,554,N/A,N/A,0,N/A,false,false,N/A,N/A,60,31,44,274,"Cos, Alm"
mnnou1,Peter Griffin,Family Guy,wood,👍,ntb,68,672,N/A,N/A,0,N/A,false,false,N/A,N/A,34,57,99,218,"Cos, Spi"
mnnjoe,Female Corrin,Fire Emblem Fates,fire,🏍️,fate,19,1434,N/A,N/A,0,N/A,false,false,N/A,N/A,46,46,40,240,"Bli, Hol"
mkx7sj,Okita Souji,Fate/Grand Order,wood,🗡️,saberface,60,1588,N/A,N/A,0,N/A,false,false,N/A,N/A,26,44,52,193,"Rot, Ref"
mmxs25,Astolfo,Fate/Apocrypha,wood,🤵‍♀️,astolfo,302,1366,N/A,N/A,0,N/A,true,false,N/A,N/A,60,36,64,194,"Har, Hel"
mnn2xu,Takeshi Yamamoto,Katekyo Hitman Reborn!,ice,👍,ntb,17,678,N/A,N/A,0,N/A,false,false,N/A,N/A,29,59,32,266,"Vor, Bod"
mnmvpy,Miya,Counter:Side,metal,🔥,burn,2,1595,N/A,N/A,0,N/A,false,false,N/A,N/A,34,60,51,213,"Gra, Dra"
mnkrgs,Kagami Hiiragi,Lucky☆Star,earth,👍,ntb,11,641,N/A,N/A,0,N/A,false,false,N/A,N/A,60,44,47,219,"Alm, Ato"
mnkkfz,Jiang Cheng,Mo Dao Zu Shi,metal,👍,ntb,48,193,N/A,N/A,0,N/A,false,false,N/A,N/A,42,54,53,222,"Ato, Out"
mnfwnt,Eustass Kid,One Piece,void,👍,ntb,62,805,N/A,N/A,0,N/A,false,false,N/A,N/A,47,50,40,255,"Dra, Tem"
mn5zmq,Carlos Oliveira,Resident Evil,wood,👍,ntb,52,1809,N/A,N/A,0,N/A,false,false,N/A,N/A,45,44,26,218,"Vis, Ref"
mlvq0d,Haru Katou,The Millionaire Detective – Balance: UNLIMITED,earth,👍,ntb,22,33,N/A,N/A,0,N/A,false,false,N/A,N/A,23,46,34,247,"Ato, Ser"
mgomwe,Ranni,Elden Ring,wood,👍,ntb,52,1261,N/A,N/A,0,N/A,false,false,N/A,N/A,21,25,34,200,"Alm, Rot"
mlpqgc,Bercouli Synthesis One,SAO: Alicization,void,👍,ntb,8,832,N/A,N/A,0,N/A,false,false,N/A,N/A,28,60,35,257,"Nec, Eth"
mljazm,Rintarou Okabe,Steins;Gate,ice,😼,ultanul,101,1862,N/A,N/A,0,N/A,false,false,N/A,N/A,27,22,21,216,"Tau, Bli"
mlig1d,Aimer,SOLOIST,ice,👍,ntb,17,695,N/A,N/A,0,N/A,false,false,N/A,N/A,34,48,54,279,"Mys, Und"
mlhw4o,Atalanta,Fate/Apocrypha,earth,🏍️,fate,13,939,N/A,N/A,0,N/A,false,false,N/A,N/A,35,51,50,217,"Bli, Roc"
mld0nj,Kenma Kozume,Haikyu!!,void,💰,trade,258,646,N/A,N/A,0,N/A,false,false,N/A,N/A,51,30,31,268,"Ser, Dru"
ml6fvh,Fortegreen,Among Us,light,👍,ntb,22,939,N/A,N/A,0,N/A,false,false,N/A,N/A,34,26,80,280,"Dru, Tau"
ml5qlu,Sakura Matou,Carnival Phantasm,wind,🏍️,fate,1,1783,N/A,N/A,0,N/A,false,false,N/A,N/A,46,52,39,197,"Ven, Dra"
ml5hij,Julian Ainsworth,Fate/kaleid liner Prisma☆Illya 3rei!!,fire,🏍️,fate,0,907,N/A,N/A,0,N/A,false,false,N/A,N/A,26,29,36,230,"Alm, Gra"
ml5bm9,Arona,Blue Archive,metal,🏫,ba,16,1818,N/A,N/A,0,N/A,false,false,N/A,N/A,23,48,78,227,"Hyp, Ato"
ml15h2,Inuyama Tamaki,NoriPro,earth,👍,ntb,5,1976,N/A,N/A,0,N/A,false,false,N/A,N/A,35,38,31,220,"Gra, Spi"
ml11i6,Phone,Yandere Simulator,fire,👍,ntb,6,1050,N/A,N/A,0,N/A,false,false,N/A,N/A,35,35,39,307,"Out, Hel"
ml0kec,Gladiolus Amicitia,Final Fantasy XV,metal,👍,ntb,14,1483,N/A,N/A,0,N/A,false,false,N/A,N/A,56,27,47,213,"Ato, Dru"
mkw86p,Albus Dumbledore,Harry Potter,metal,👍,ntb,20,1420,N/A,N/A,0,N/A,false,false,N/A,N/A,60,46,42,274,"Roc, Ref"
mktk2r,Gwen,League of Legends,wind,👍,ntb,24,559,N/A,N/A,0,N/A,false,false,N/A,N/A,60,38,28,302,"Nec, Hyp"
mktg0o,Mnemosyne,Fate/Grand Order,wood,🏍️,fate,2,812,N/A,N/A,0,N/A,false,false,N/A,N/A,25,33,49,221,"Rot, Ato"
mkswp0,Tanya Degurechaff,Saga of Tanya the Evil,metal,👍,ntb,113,1374,N/A,N/A,0,N/A,false,false,N/A,N/A,22,53,37,261,"Tim, Ato"
mkse83,DP-12,Girls Frontline,metal,🔫,whatamifightingfor,8,675,N/A,N/A,0,N/A,false,false,N/A,N/A,36,37,21,216,"Nec, Out"
mkqgga,Ossia,Evertale,fire,👍,ntb,8,678,N/A,N/A,0,N/A,false,false,N/A,N/A,39,23,46,260,"Tim, Ato"
mkolah,Laevatein,Fire Emblem Heroes,ice,👍,ntb,3,869,N/A,N/A,0,N/A,false,false,N/A,N/A,21,60,44,222,"Ven, Pur"
mkohh9,Marinette Dupain-Cheng,Miraculous Ladybug: Tales of Ladybug & Cat Noir,light,👍,ntb,31,1529,N/A,N/A,0,N/A,false,false,N/A,N/A,45,39,24,268,"Bli, Tau"
mkl8li,Bastion,Overwatch,wind,👍,ntb,8,1823,N/A,N/A,0,N/A,false,false,N/A,N/A,30,47,57,278,"Cos, Hyp"
mki968,Freddy Fazbear,Five Nights at Freddy's,metal,👍,ntb,85,670,N/A,N/A,0,N/A,false,false,N/A,N/A,57,43,32,215,"Dra, Hol"
mkht5u,Bonnie Bennett,Vampire Diaries,void,👍,ntb,30,351,N/A,N/A,0,N/A,false,false,N/A,N/A,26,56,56,224,"Hol, Out"
mkgl8w,Diarmuid Ua Duibhne (Saber),Fate/Grand Order,metal,🏍️,fate,2,747,N/A,N/A,0,N/A,false,false,N/A,N/A,31,40,36,230,"Roc, Alm"
mkg60s,Lucia - Dawn,Punishing: Gray Raven,light,👍,ntb,7,1159,N/A,N/A,0,N/A,false,false,N/A,N/A,51,56,27,215,"Pur, Eth"
mkeg79,Reisalin Stout,Atelier Ryza: Ever Darkness & the Secret Hideout,metal,👍,ntb,27,732,N/A,N/A,0,N/A,false,false,N/A,N/A,50,24,57,253,"Tim, Und"
mke6gz,Emma,The Promised Neverland,void,👍,ntb,65,1595,N/A,N/A,0,N/A,false,false,N/A,N/A,30,28,25,202,"Sha, Ser"
mkdtxh,Last Order,A Certain Magical Index,earth,👍,ntb,13,123,N/A,N/A,0,N/A,false,false,N/A,N/A,55,53,27,231,"Hyp, Rot"
mkcuum,Maruo Kaido,Ayashimon,fire,👍,ntb,11,760,N/A,N/A,0,N/A,false,false,N/A,N/A,52,42,58,275,"Dra, Cos"
